in:GR,in:ST,in:LRR,in:R,out:GR,out:ST,out:LRR,out:R,img
1.9,17,3.4,12,1.9,17,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST2_LRR4_R2_SIDE_.png
2.0,17,3.4,12,2.0,17,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST2_LRR4_R2_SIDE_.png
2.1,17,3.4,12,2.1,17,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST2_LRR4_R2_SIDE_.png
1.6,18,3.4,12,1.6,18,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST3_LRR4_R2_SIDE_.png
1.7,18,3.4,12,1.7,18,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST3_LRR4_R2_SIDE_.png
1.8,18,3.4,12,1.8,18,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST3_LRR4_R2_SIDE_.png
1.9,18,3.4,12,1.9,18,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST3_LRR4_R2_SIDE_.png
2.0,18,3.4,12,2.0,18,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST3_LRR4_R2_SIDE_.png
2.1,18,3.4,12,2.1,18,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST3_LRR4_R2_SIDE_.png
1.6,19,3.4,12,1.6,19,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST4_LRR4_R2_SIDE_.png
1.7,19,3.4,12,1.7,19,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST4_LRR4_R2_SIDE_.png
1.8,19,3.4,12,1.8,19,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST4_LRR4_R2_SIDE_.png
1.9,19,3.4,12,1.9,19,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST4_LRR4_R2_SIDE_.png
2.0,19,3.4,12,2.0,19,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST4_LRR4_R2_SIDE_.png
2.1,19,3.4,12,2.1,19,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST4_LRR4_R2_SIDE_.png
1.6,20,3.4,12,1.6,20,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST5_LRR4_R2_SIDE_.png
1.7,20,3.4,12,1.7,20,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST5_LRR4_R2_SIDE_.png
1.8,20,3.4,12,1.8,20,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST5_LRR4_R2_SIDE_.png
1.9,20,3.4,12,1.9,20,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST5_LRR4_R2_SIDE_.png
2.0,20,3.4,12,2.0,20,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST5_LRR4_R2_SIDE_.png
2.1,20,3.4,12,2.1,20,3.4,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST5_LRR4_R2_SIDE_.png
1.6,15,3.5,12,1.6,15,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST0_LRR5_R2_SIDE_.png
1.7,15,3.5,12,1.7,15,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST0_LRR5_R2_SIDE_.png
1.8,15,3.5,12,1.8,15,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST0_LRR5_R2_SIDE_.png
1.9,15,3.5,12,1.9,15,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST0_LRR5_R2_SIDE_.png
2.0,15,3.5,12,2.0,15,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST0_LRR5_R2_SIDE_.png
2.1,15,3.5,12,2.1,15,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST0_LRR5_R2_SIDE_.png
1.6,16,3.5,12,1.6,16,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST1_LRR5_R2_SIDE_.png
1.7,16,3.5,12,1.7,16,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST1_LRR5_R2_SIDE_.png
1.8,16,3.5,12,1.8,16,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST1_LRR5_R2_SIDE_.png
1.9,16,3.5,12,1.9,16,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST1_LRR5_R2_SIDE_.png
2.0,16,3.5,12,2.0,16,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST1_LRR5_R2_SIDE_.png
2.1,16,3.5,12,2.1,16,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST1_LRR5_R2_SIDE_.png
1.6,17,3.5,12,1.6,17,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST2_LRR5_R2_SIDE_.png
1.7,17,3.5,12,1.7,17,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST2_LRR5_R2_SIDE_.png
1.8,17,3.5,12,1.8,17,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST2_LRR5_R2_SIDE_.png
1.9,17,3.5,12,1.9,17,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST2_LRR5_R2_SIDE_.png
2.0,17,3.5,12,2.0,17,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST2_LRR5_R2_SIDE_.png
2.1,17,3.5,12,2.1,17,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST2_LRR5_R2_SIDE_.png
1.6,18,3.5,12,1.6,18,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST3_LRR5_R2_SIDE_.png
1.7,18,3.5,12,1.7,18,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST3_LRR5_R2_SIDE_.png
1.8,18,3.5,12,1.8,18,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST3_LRR5_R2_SIDE_.png
1.9,18,3.5,12,1.9,18,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST3_LRR5_R2_SIDE_.png
2.0,18,3.5,12,2.0,18,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST3_LRR5_R2_SIDE_.png
2.1,18,3.5,12,2.1,18,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST3_LRR5_R2_SIDE_.png
1.6,19,3.5,12,1.6,19,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST4_LRR5_R2_SIDE_.png
1.7,19,3.5,12,1.7,19,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST4_LRR5_R2_SIDE_.png
1.8,19,3.5,12,1.8,19,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST4_LRR5_R2_SIDE_.png
1.9,19,3.5,12,1.9,19,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST4_LRR5_R2_SIDE_.png
2.0,19,3.5,12,2.0,19,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST4_LRR5_R2_SIDE_.png
2.1,19,3.5,12,2.1,19,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST4_LRR5_R2_SIDE_.png
1.6,20,3.5,12,1.6,20,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR0_ST5_LRR5_R2_SIDE_.png
1.7,20,3.5,12,1.7,20,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR1_ST5_LRR5_R2_SIDE_.png
1.8,20,3.5,12,1.8,20,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR2_ST5_LRR5_R2_SIDE_.png
1.9,20,3.5,12,1.9,20,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR3_ST5_LRR5_R2_SIDE_.png
2.0,20,3.5,12,2.0,20,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR4_ST5_LRR5_R2_SIDE_.png
2.1,20,3.5,12,2.1,20,3.5,12,SEA_SNAIL_ARCTIC_SIDE_GR5_ST5_LRR5_R2_SIDE_.png
1.6,15,3.0,13,1.6,15,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST0_LRR0_R3_SIDE_.png
1.7,15,3.0,13,1.7,15,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST0_LRR0_R3_SIDE_.png
1.8,15,3.0,13,1.8,15,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST0_LRR0_R3_SIDE_.png
1.9,15,3.0,13,1.9,15,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST0_LRR0_R3_SIDE_.png
2.0,15,3.0,13,2.0,15,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST0_LRR0_R3_SIDE_.png
2.1,15,3.0,13,2.1,15,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST0_LRR0_R3_SIDE_.png
1.6,16,3.0,13,1.6,16,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST1_LRR0_R3_SIDE_.png
1.7,16,3.0,13,1.7,16,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST1_LRR0_R3_SIDE_.png
1.8,16,3.0,13,1.8,16,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST1_LRR0_R3_SIDE_.png
1.9,16,3.0,13,1.9,16,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST1_LRR0_R3_SIDE_.png
2.0,16,3.0,13,2.0,16,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST1_LRR0_R3_SIDE_.png
2.1,16,3.0,13,2.1,16,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST1_LRR0_R3_SIDE_.png
1.6,17,3.0,13,1.6,17,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST2_LRR0_R3_SIDE_.png
1.7,17,3.0,13,1.7,17,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST2_LRR0_R3_SIDE_.png
1.8,17,3.0,13,1.8,17,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST2_LRR0_R3_SIDE_.png
1.9,17,3.0,13,1.9,17,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST2_LRR0_R3_SIDE_.png
2.0,17,3.0,13,2.0,17,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST2_LRR0_R3_SIDE_.png
2.1,17,3.0,13,2.1,17,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST2_LRR0_R3_SIDE_.png
1.6,18,3.0,13,1.6,18,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST3_LRR0_R3_SIDE_.png
1.7,18,3.0,13,1.7,18,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST3_LRR0_R3_SIDE_.png
1.8,18,3.0,13,1.8,18,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST3_LRR0_R3_SIDE_.png
1.9,18,3.0,13,1.9,18,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST3_LRR0_R3_SIDE_.png
2.0,18,3.0,13,2.0,18,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST3_LRR0_R3_SIDE_.png
2.1,18,3.0,13,2.1,18,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST3_LRR0_R3_SIDE_.png
1.6,19,3.0,13,1.6,19,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST4_LRR0_R3_SIDE_.png
1.7,19,3.0,13,1.7,19,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST4_LRR0_R3_SIDE_.png
1.8,19,3.0,13,1.8,19,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST4_LRR0_R3_SIDE_.png
1.9,19,3.0,13,1.9,19,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST4_LRR0_R3_SIDE_.png
2.0,19,3.0,13,2.0,19,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST4_LRR0_R3_SIDE_.png
2.1,19,3.0,13,2.1,19,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST4_LRR0_R3_SIDE_.png
1.6,20,3.0,13,1.6,20,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST5_LRR0_R3_SIDE_.png
1.7,20,3.0,13,1.7,20,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST5_LRR0_R3_SIDE_.png
1.8,20,3.0,13,1.8,20,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST5_LRR0_R3_SIDE_.png
1.9,20,3.0,13,1.9,20,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST5_LRR0_R3_SIDE_.png
2.0,20,3.0,13,2.0,20,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST5_LRR0_R3_SIDE_.png
2.1,20,3.0,13,2.1,20,3.0,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST5_LRR0_R3_SIDE_.png
1.6,15,3.1,13,1.6,15,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST0_LRR1_R3_SIDE_.png
1.7,15,3.1,13,1.7,15,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST0_LRR1_R3_SIDE_.png
1.8,15,3.1,13,1.8,15,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST0_LRR1_R3_SIDE_.png
1.9,15,3.1,13,1.9,15,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST0_LRR1_R3_SIDE_.png
2.0,15,3.1,13,2.0,15,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST0_LRR1_R3_SIDE_.png
2.1,15,3.1,13,2.1,15,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST0_LRR1_R3_SIDE_.png
1.6,16,3.1,13,1.6,16,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST1_LRR1_R3_SIDE_.png
1.7,16,3.1,13,1.7,16,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST1_LRR1_R3_SIDE_.png
1.8,16,3.1,13,1.8,16,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST1_LRR1_R3_SIDE_.png
1.9,16,3.1,13,1.9,16,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST1_LRR1_R3_SIDE_.png
2.0,16,3.1,13,2.0,16,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST1_LRR1_R3_SIDE_.png
2.1,16,3.1,13,2.1,16,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST1_LRR1_R3_SIDE_.png
1.6,17,3.1,13,1.6,17,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST2_LRR1_R3_SIDE_.png
1.7,17,3.1,13,1.7,17,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST2_LRR1_R3_SIDE_.png
1.8,17,3.1,13,1.8,17,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST2_LRR1_R3_SIDE_.png
1.9,17,3.1,13,1.9,17,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST2_LRR1_R3_SIDE_.png
2.0,17,3.1,13,2.0,17,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST2_LRR1_R3_SIDE_.png
2.1,17,3.1,13,2.1,17,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST2_LRR1_R3_SIDE_.png
1.6,18,3.1,13,1.6,18,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST3_LRR1_R3_SIDE_.png
1.7,18,3.1,13,1.7,18,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST3_LRR1_R3_SIDE_.png
1.8,18,3.1,13,1.8,18,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST3_LRR1_R3_SIDE_.png
1.9,18,3.1,13,1.9,18,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST3_LRR1_R3_SIDE_.png
2.0,18,3.1,13,2.0,18,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST3_LRR1_R3_SIDE_.png
2.1,18,3.1,13,2.1,18,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST3_LRR1_R3_SIDE_.png
1.6,19,3.1,13,1.6,19,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST4_LRR1_R3_SIDE_.png
1.7,19,3.1,13,1.7,19,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST4_LRR1_R3_SIDE_.png
1.8,19,3.1,13,1.8,19,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST4_LRR1_R3_SIDE_.png
1.9,19,3.1,13,1.9,19,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST4_LRR1_R3_SIDE_.png
2.0,19,3.1,13,2.0,19,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST4_LRR1_R3_SIDE_.png
2.1,19,3.1,13,2.1,19,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST4_LRR1_R3_SIDE_.png
1.6,20,3.1,13,1.6,20,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST5_LRR1_R3_SIDE_.png
1.7,20,3.1,13,1.7,20,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST5_LRR1_R3_SIDE_.png
1.8,20,3.1,13,1.8,20,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST5_LRR1_R3_SIDE_.png
1.9,20,3.1,13,1.9,20,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST5_LRR1_R3_SIDE_.png
2.0,20,3.1,13,2.0,20,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST5_LRR1_R3_SIDE_.png
2.1,20,3.1,13,2.1,20,3.1,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST5_LRR1_R3_SIDE_.png
1.6,15,3.2,13,1.6,15,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST0_LRR2_R3_SIDE_.png
1.7,15,3.2,13,1.7,15,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST0_LRR2_R3_SIDE_.png
1.8,15,3.2,13,1.8,15,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST0_LRR2_R3_SIDE_.png
1.9,15,3.2,13,1.9,15,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST0_LRR2_R3_SIDE_.png
2.0,15,3.2,13,2.0,15,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST0_LRR2_R3_SIDE_.png
2.1,15,3.2,13,2.1,15,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST0_LRR2_R3_SIDE_.png
1.6,16,3.2,13,1.6,16,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST1_LRR2_R3_SIDE_.png
1.7,16,3.2,13,1.7,16,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST1_LRR2_R3_SIDE_.png
1.8,16,3.2,13,1.8,16,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST1_LRR2_R3_SIDE_.png
1.9,16,3.2,13,1.9,16,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST1_LRR2_R3_SIDE_.png
2.0,16,3.2,13,2.0,16,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST1_LRR2_R3_SIDE_.png
2.1,16,3.2,13,2.1,16,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST1_LRR2_R3_SIDE_.png
1.6,17,3.2,13,1.6,17,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST2_LRR2_R3_SIDE_.png
1.7,17,3.2,13,1.7,17,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST2_LRR2_R3_SIDE_.png
1.8,17,3.2,13,1.8,17,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST2_LRR2_R3_SIDE_.png
1.9,17,3.2,13,1.9,17,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST2_LRR2_R3_SIDE_.png
2.0,17,3.2,13,2.0,17,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST2_LRR2_R3_SIDE_.png
2.1,17,3.2,13,2.1,17,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST2_LRR2_R3_SIDE_.png
1.6,18,3.2,13,1.6,18,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST3_LRR2_R3_SIDE_.png
1.7,18,3.2,13,1.7,18,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST3_LRR2_R3_SIDE_.png
1.8,18,3.2,13,1.8,18,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST3_LRR2_R3_SIDE_.png
1.9,18,3.2,13,1.9,18,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST3_LRR2_R3_SIDE_.png
2.0,18,3.2,13,2.0,18,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST3_LRR2_R3_SIDE_.png
2.1,18,3.2,13,2.1,18,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST3_LRR2_R3_SIDE_.png
1.6,19,3.2,13,1.6,19,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST4_LRR2_R3_SIDE_.png
1.7,19,3.2,13,1.7,19,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST4_LRR2_R3_SIDE_.png
1.8,19,3.2,13,1.8,19,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST4_LRR2_R3_SIDE_.png
1.9,19,3.2,13,1.9,19,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST4_LRR2_R3_SIDE_.png
2.0,19,3.2,13,2.0,19,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST4_LRR2_R3_SIDE_.png
2.1,19,3.2,13,2.1,19,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST4_LRR2_R3_SIDE_.png
1.6,20,3.2,13,1.6,20,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST5_LRR2_R3_SIDE_.png
1.7,20,3.2,13,1.7,20,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST5_LRR2_R3_SIDE_.png
1.8,20,3.2,13,1.8,20,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST5_LRR2_R3_SIDE_.png
1.9,20,3.2,13,1.9,20,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST5_LRR2_R3_SIDE_.png
2.0,20,3.2,13,2.0,20,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST5_LRR2_R3_SIDE_.png
2.1,20,3.2,13,2.1,20,3.2,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST5_LRR2_R3_SIDE_.png
1.6,15,3.3,13,1.6,15,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST0_LRR3_R3_SIDE_.png
1.7,15,3.3,13,1.7,15,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST0_LRR3_R3_SIDE_.png
1.8,15,3.3,13,1.8,15,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST0_LRR3_R3_SIDE_.png
1.9,15,3.3,13,1.9,15,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST0_LRR3_R3_SIDE_.png
2.0,15,3.3,13,2.0,15,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST0_LRR3_R3_SIDE_.png
2.1,15,3.3,13,2.1,15,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST0_LRR3_R3_SIDE_.png
1.6,16,3.3,13,1.6,16,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST1_LRR3_R3_SIDE_.png
1.7,16,3.3,13,1.7,16,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST1_LRR3_R3_SIDE_.png
1.8,16,3.3,13,1.8,16,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST1_LRR3_R3_SIDE_.png
1.9,16,3.3,13,1.9,16,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST1_LRR3_R3_SIDE_.png
2.0,16,3.3,13,2.0,16,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST1_LRR3_R3_SIDE_.png
2.1,16,3.3,13,2.1,16,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST1_LRR3_R3_SIDE_.png
1.6,17,3.3,13,1.6,17,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST2_LRR3_R3_SIDE_.png
1.7,17,3.3,13,1.7,17,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST2_LRR3_R3_SIDE_.png
1.8,17,3.3,13,1.8,17,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST2_LRR3_R3_SIDE_.png
1.9,17,3.3,13,1.9,17,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST2_LRR3_R3_SIDE_.png
2.0,17,3.3,13,2.0,17,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST2_LRR3_R3_SIDE_.png
2.1,17,3.3,13,2.1,17,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST2_LRR3_R3_SIDE_.png
1.6,18,3.3,13,1.6,18,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST3_LRR3_R3_SIDE_.png
1.7,18,3.3,13,1.7,18,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST3_LRR3_R3_SIDE_.png
1.8,18,3.3,13,1.8,18,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST3_LRR3_R3_SIDE_.png
1.9,18,3.3,13,1.9,18,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST3_LRR3_R3_SIDE_.png
2.0,18,3.3,13,2.0,18,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST3_LRR3_R3_SIDE_.png
2.1,18,3.3,13,2.1,18,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST3_LRR3_R3_SIDE_.png
1.6,19,3.3,13,1.6,19,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST4_LRR3_R3_SIDE_.png
1.7,19,3.3,13,1.7,19,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST4_LRR3_R3_SIDE_.png
1.8,19,3.3,13,1.8,19,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST4_LRR3_R3_SIDE_.png
1.9,19,3.3,13,1.9,19,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST4_LRR3_R3_SIDE_.png
2.0,19,3.3,13,2.0,19,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR4_ST4_LRR3_R3_SIDE_.png
2.1,19,3.3,13,2.1,19,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR5_ST4_LRR3_R3_SIDE_.png
1.6,20,3.3,13,1.6,20,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR0_ST5_LRR3_R3_SIDE_.png
1.7,20,3.3,13,1.7,20,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR1_ST5_LRR3_R3_SIDE_.png
1.8,20,3.3,13,1.8,20,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR2_ST5_LRR3_R3_SIDE_.png
1.9,20,3.3,13,1.9,20,3.3,13,SEA_SNAIL_ARCTIC_SIDE_GR3_ST5_LRR3_R3_SIDE_.png
